community_id,community_name,community_aliases,community_type,local_govt_council,ward,land_council,electorate,ntg_region,population_count,population_source,latitude,longitude,bushtel_url
466,BUKUDAL,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,16,Homelands Service Provider Report 2023,-12.96647,136.61353,https://bushtel.nt.gov.au/profile/466
467,BULARRING,"BULARRINY,BULARRINYUR",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.04636,135.70342,https://bushtel.nt.gov.au/profile/467
300,BULGUL,WADJIGAN,Family Outstation,UN-INCORPORATED (COX-DALY),Not recorded,NORTHERN LAND COUNCIL,DALY,TOP END,21,Homelands Service Provider Report 2023,-13.08387,130.12203,https://bushtel.nt.gov.au/profile/300
302,BULUHKADURU,"BUKUHKADURU,BULAGADARU,BULUNKADURU",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,32,Homelands Service Provider Report 2023,-12.43247,134.42307,https://bushtel.nt.gov.au/profile/302
468,BUNDATHARRI,BUNDADHARRI,Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.23568,134.84672,https://bushtel.nt.gov.au/profile/468
949,BUNHANURA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,15,Homelands Service Provider Report 2023,-12.37449,135.72221,https://bushtel.nt.gov.au/profile/949
976,BUNI-INWUNBULUK,ANNESLEY POINT,Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,10,Homelands Service Provider Report 2023,-11.40613,132.82554,https://bushtel.nt.gov.au/profile/976
470,BURRUM,BULAKATOR,Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,13,Homelands Service Provider Report 2023,-12.3094,135.9605,https://bushtel.nt.gov.au/profile/470
686,BURRUMBURRU,DRY CREEK,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-17.74229,137.78155,https://bushtel.nt.gov.au/profile/686
713,BURT CREEK,"RICE'S CAMP,YAMBA-MPWERINGE,YAMBAH-MPWERINGE",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,37,Homelands Service Provider Report 2023,-23.19652,133.74759,https://bushtel.nt.gov.au/profile/713
944,BURTA WURTA,"BARDU WARDU,BIRDIWATER",Family Outstation,VICTORIA DALY,DAGURAGU,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-17.53597,130.47592,https://bushtel.nt.gov.au/profile/944
1019,BURUDU,RANKEN,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,4,Homelands Service Provider Report 2023,-19.59874,136.92545,https://bushtel.nt.gov.au/profile/1019
24994,BUSHCAMP,KALYWANPA,Family Outstation,BARKLY,PATTA,CENTRAL LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.71711,134.15408,https://bushtel.nt.gov.au/profile/24994
803,BUYMARR,BUYMARRWUY,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,6,Homelands Service Provider Report 2023,-12.69827,136.63653,https://bushtel.nt.gov.au/profile/803
728,CAMEL CAMP,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,39,Homelands Service Provider Report 2023,-22.27181,134.55242,https://bushtel.nt.gov.au/profile/728
768,CAMELS HUMP,UNGKURRKUGA,Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,3,Homelands Service Provider Report 2023,-23.75175,131.59435,https://bushtel.nt.gov.au/profile/768
304,CANNON HILL,"EAST ALLIGATOR,MEL",Family Outstation,WEST ARNHEM,KAKADU,NORTHERN LAND COUNCIL,ARAFURA,TOP END,8,Homelands Service Provider Report 2023,-12.35758,132.94593,https://bushtel.nt.gov.au/profile/304
11623,CATTLE CREEK,No aliases recorded with NTG DIPL,Family Outstation,VICTORIA DALY,DAGURAGU,CENTRAL LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-17.59747,131.54521,https://bushtel.nt.gov.au/profile/11623
846,CHARLOTTE WATERS,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,,Not recorded,-25.91424,134.89274,https://bushtel.nt.gov.au/profile/846
757,CHILLA WELL,"JILA,TJILLA",Family Outstation,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-21.52777,130.97067,https://bushtel.nt.gov.au/profile/757
779,CHULUK,"CHILLUK,CHILUK,DJILUK",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-13.665,130.26778,https://bushtel.nt.gov.au/profile/779
1012,CONDER POINT,"CONDOR POINT,YIMPINARI",Family Outstation,TIWI ISLANDS,MILIKAPITI WARD,TIWI LAND COUNCIL,ARAFURA,TOP END,8,Homelands Service Provider Report 2023,-11.65088,131.32757,https://bushtel.nt.gov.au/profile/1012
901,CONNELLS LAGOON,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-18.89143,136.54802,https://bushtel.nt.gov.au/profile/901
220,CORELLA CREEK,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,30,Homelands Service Provider Report 2023,-18.36685,135.85671,https://bushtel.nt.gov.au/profile/220
1009,CORKWOOD BORE,"AULPERENGE,MORRIS DAM",Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,36,Homelands Service Provider Report 2023,-23.31225,133.86792,https://bushtel.nt.gov.au/profile/1009
590,COSTELLO,"CASTELLO,JILWILI,KASTELLO",Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,2,Homelands Service Provider Report 2023,-14.56453,134.88289,https://bushtel.nt.gov.au/profile/590
972,COW LAGOON,TALWALLAH,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,6,Homelands Service Provider Report 2023,-16.20751,135.94962,https://bushtel.nt.gov.au/profile/972
24901,CRABHOLE,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,2,Homelands Service Provider Report 2023,-16.21525,137.09915,https://bushtel.nt.gov.au/profile/24901
956,DALIWUY BAY,DALYWOI,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.34085,136.91835,https://bushtel.nt.gov.au/profile/956
307,DAMDAM,DAM DAM,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.16556,134.64529,https://bushtel.nt.gov.au/profile/307
1003,DARRANDARRA,SOUTHPORT,Family Outstation,LITCHFIELD,SOUTH WARD,NORTHERN LAND COUNCIL,DALY,"DARWIN, PALMERSTON, LITCHFIELD",,Not recorded,-12.74098,130.95462,https://bushtel.nt.gov.au/profile/1003
472,DARRANGMURMANJA,MARBLE POINT,Family Outstation,EAST ARNHEM,ANINDILYAKWA,ANINDILYAKWA LAND COUNCIL,ARNHEM,EAST ARNHEM,,Not recorded,-13.72486,136.59277,https://bushtel.nt.gov.au/profile/472
775,DELEYE,DELYE,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,31,Homelands Service Provider Report 2023,-13.76535,129.97667,https://bushtel.nt.gov.au/profile/775
896,DHAMBALA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,14,Homelands Service Provider Report 2023,-12.0526,135.5609,https://bushtel.nt.gov.au/profile/896
475,DHAMIYAKA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,2,Homelands Service Provider Report 2023,-12.6564,135.85557,https://bushtel.nt.gov.au/profile/475
955,DHANIYA,PORT BRADSHAW,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,9,Homelands Service Provider Report 2023,-12.55007,136.73791,https://bushtel.nt.gov.au/profile/955
805,DHARAWA,DHARRWAR,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-11.84938,135.84693,https://bushtel.nt.gov.au/profile/805
476,DHARRNI,"DHARRI,WUYINDHANGAYN",Family Outstation,ROPER GULF,NUMBULWAR NUMBURINDI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-13.74983,136.02005,https://bushtel.nt.gov.au/profile/476
806,DHAYIRRI,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,6,Homelands Service Provider Report 2023,-11.9612,135.6187,https://bushtel.nt.gov.au/profile/806
477,DHIPIRRINJURA,"DHIPIRRINGURA,DIPITJI",Family Outstation,EAST ARNHEM,GUMURR GATTJIRRK,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,18,Homelands Service Provider Report 2023,-12.24844,135.09762,https://bushtel.nt.gov.au/profile/477
478,DHOLTJI,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-11.94835,136.46161,https://bushtel.nt.gov.au/profile/478
664,DHUDUPU,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,4,Homelands Service Provider Report 2023,-12.0033,135.5692,https://bushtel.nt.gov.au/profile/664
954,DHULMULMIYA,SPRING CAMP,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.52781,136.72533,https://bushtel.nt.gov.au/profile/954
479,DHUPUWAMIRRI,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,6,Homelands Service Provider Report 2023,-12.66796,135.39218,https://bushtel.nt.gov.au/profile/479
554,DHURUPUTJPI,"DHURPUTJPI,DHURUPUJPI,MAYUNDJI,MAYWUNDJI,RURRUNARLA",Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,12,Homelands Service Provider Report 2023,-13.05478,136.17661,https://bushtel.nt.gov.au/profile/554
819,DILLINYA,DRY CREEK,Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,,Not recorded,-15.85698,132.04505,https://bushtel.nt.gov.au/profile/819
310,DITCHI,"DITHI,DITJI",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-14.30373,129.40855,https://bushtel.nt.gov.au/profile/310
482,DJARRAKPI,"CAPE SHIELD,DJARRAPI",Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,29,Homelands Service Provider Report 2023,-13.29691,136.35162,https://bushtel.nt.gov.au/profile/482
670,DJARRUNG,DJURRUNG,Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,2,Homelands Service Provider Report 2023,-14.81311,131.53759,https://bushtel.nt.gov.au/profile/670
965,DJINKARR,No aliases recorded with NTG DIPL,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,10,Homelands Service Provider Report 2023,-12.21287,134.29626,https://bushtel.nt.gov.au/profile/965
981,DJIRRBIYAK,WHISTLE DUCK DREAMING,Family Outstation,WEST ARNHEM,KAKADU,NORTHERN LAND COUNCIL,ARAFURA,TOP END,30,Homelands Service Provider Report 2023,-12.72945,132.76363,https://bushtel.nt.gov.au/profile/981
484,DJURRANALPI,DJANALPI,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,1,Homelands Service Provider Report 2023,-11.84684,135.87292,https://bushtel.nt.gov.au/profile/484
46,DONS BORE,"ILBPILLA,ILLIPUNU,ILLIPUNY,MT ALLAN",Family Outstation,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,8,Homelands Service Provider Report 2023,-22.26233,131.92027,https://bushtel.nt.gov.au/profile/46
485,DONYDJI,"DOINDJI,DONIDJI,DOYNDJI",Family Outstation,EAST ARNHEM,GUMURR MIYARRKA,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,39,Homelands Service Provider Report 2023,-12.89045,135.47028,https://bushtel.nt.gov.au/profile/485
942,DOOJUM,No aliases recorded with NTG DIPL,Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,GWOJA,BIG RIVERS,,Not recorded,-15.72519,129.15921,https://bushtel.nt.gov.au/profile/942
812,DOOLGARINA,JIBABANA,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,,Not recorded,-16.22917,136.76611,https://bushtel.nt.gov.au/profile/812
24897,DOUBLE D,No aliases recorded with NTG DIPL,Family Outstation,BARKLY,ALYAWARR,CENTRAL LAND COUNCIL,BARKLY,BARKLY,1,Homelands Service Provider Report 2023,-21.23177,134.94684,https://bushtel.nt.gov.au/profile/24897
631,DUCK PONDS,"KULINGALIMPAU,MIRRIRINYUNGU,MURRINYU",Family Outstation,CENTRAL DESERT,NORTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-18.77377,131.27766,https://bushtel.nt.gov.au/profile/631
879,EAGLE VALLEY,No aliases recorded with NTG DIPL,Family Outstation,MACDONNELL,IYARRKA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-24.92999,129.09845,https://bushtel.nt.gov.au/profile/879
34,EIGHT MILE,"8 MILE,EROMANTATAKA,EROMBANTAKA,NEW 8 MILE,NEW EIGHT MILE",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.88699,132.68279,https://bushtel.nt.gov.au/profile/34
920,ELITJIA,ALKIMILYA,Family Outstation,MACDONNELL,RODINGA,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,16,Homelands Service Provider Report 2023,-23.77677,133.61583,https://bushtel.nt.gov.au/profile/920
882,EMU POINT,"MULYUNG,NGANAMBALA",Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,85,Homelands Service Provider Report 2023,-14.17021,130.32777,https://bushtel.nt.gov.au/profile/882
950,FITZROY STATION,No aliases recorded with NTG DIPL,Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,12,Homelands Service Provider Report 2023,-15.56298,130.93431,https://bushtel.nt.gov.au/profile/950
57,FIVE MILE,"5 MILE,INTJARRANGA,RUTJINKA",Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,3,Homelands Service Provider Report 2023,-23.91848,132.84834,https://bushtel.nt.gov.au/profile/57
12769,FIVE MILE,"FAPIWATI FAMILY OUTSTATION,FEPPIWETI FAMILY OUTSTATION",Family Outstation,VICTORIA DALY,MILNGIN,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-13.72684,130.71831,https://bushtel.nt.gov.au/profile/12769
685,FLICKS HOLE,"FLICKS WATERHOLE,WUNOORILL ASSOC",Family Outstation,ROPER GULF,NEVER NEVER,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-15.61606,134.09331,https://bushtel.nt.gov.au/profile/685
911,FOSSIL HEAD,No aliases recorded with NTG DIPL,Family Outstation,WEST DALY,THAMARRURR/PINDI PINDI,NORTHERN LAND COUNCIL,DALY,TOP END,34,Homelands Service Provider Report 2023,-14.53778,129.52127,https://bushtel.nt.gov.au/profile/911
909,FOXALLS WELL,"FOXELLS WELL,FOXHALLS WELL",Family Outstation,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,CENTRAL AUSTRALIA,8,Homelands Service Provider Report 2023,-23.07383,134.82355,https://bushtel.nt.gov.au/profile/909
496,GALARU,"EAST WOODY,GALURU",Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.16601,136.75732,https://bushtel.nt.gov.au/profile/496
807,GALAWARRA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,4,Homelands Service Provider Report 2023,-12.0444,135.59373,https://bushtel.nt.gov.au/profile/807
489,GALAWDJAPIN,"GALADJAPIN,GALATJAPAN",Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,12,Homelands Service Provider Report 2023,-12.28695,134.81751,https://bushtel.nt.gov.au/profile/489
495,GALUPA,"KINGS VILLAGE,WARDJUK",Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.1925,136.6892,https://bushtel.nt.gov.au/profile/495
315,GAMARDI,"GAMEDI,JIMARDE",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,55,Homelands Service Provider Report 2023,-12.27398,134.68321,https://bushtel.nt.gov.au/profile/315
316,GAMARGAWAN,"GAMARGWAN,GAMARRGAWAN",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,12,Homelands Service Provider Report 2023,-12.64914,134.07646,https://bushtel.nt.gov.au/profile/316
1024,GANIYARRANG,"GUNIARA,KANNIYARANG,ROSS HILL",Family Outstation,ROPER GULF,YUGUL MANGI,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-14.475,135.02131,https://bushtel.nt.gov.au/profile/1024
499,GANPURA,"BAPULU,GANABURRA,GANPURRA",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,5,Homelands Service Provider Report 2023,-11.88523,135.81235,https://bushtel.nt.gov.au/profile/499
963,GARANYDJIRR,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,8,Homelands Service Provider Report 2023,-12.28204,135.02095,https://bushtel.nt.gov.au/profile/963
993,GARRINJINNY,GARRINJINI,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,8,Homelands Service Provider Report 2023,-16.67496,135.64751,https://bushtel.nt.gov.au/profile/993
504,GARRIYAK,"GARRANDNGJUR,GARRIYAKNGURR,GIARRIYAKGUR",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.14861,135.56284,https://bushtel.nt.gov.au/profile/504
505,GARRTHALALA,GARRTBALALA,Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,54,Homelands Service Provider Report 2023,-12.76305,136.56918,https://bushtel.nt.gov.au/profile/505
507,GATJI,"GADJI,GARTJI",Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,4,Homelands Service Provider Report 2023,-12.27306,134.82029,https://bushtel.nt.gov.au/profile/507
508,GAWA,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,19,Homelands Service Provider Report 2023,-11.76032,135.90485,https://bushtel.nt.gov.au/profile/508
509,GIKAL,No aliases recorded with NTG DIPL,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.05218,136.32037,https://bushtel.nt.gov.au/profile/509
38,GILBERT SPRINGS,LTALALTUMA,Family Outstation,MACDONNELL,LJIRAPINTA,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,,Not recorded,-23.97177,132.48073,https://bushtel.nt.gov.au/profile/38
490,GILIRRI,"GALERRA,GELERRI",Family Outstation,EAST ARNHEM,BIRR RAWARRANG,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.33029,134.81695,https://bushtel.nt.gov.au/profile/490
597,GILWI,"11 MILE,TWELVE MILE BORE,TWELVE MILE HOLE",Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,86,Homelands Service Provider Report 2023,-15.78711,130.53275,https://bushtel.nt.gov.au/profile/597
945,GIMBAT,No aliases recorded with NTG DIPL,Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-13.57854,132.60772,https://bushtel.nt.gov.au/profile/945
510,GITAN,GITJAN,Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-11.91169,135.78183,https://bushtel.nt.gov.au/profile/510
669,GONGURUWUY,"GOYNGURUMUY,GUNGURUWUY,INGLIS ISLAND,WATAYNGA",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,,Not recorded,-12.06638,136.15085,https://bushtel.nt.gov.au/profile/669
723,GOOLMINYINI,DEVIL SPRING,Family Outstation,ROPER GULF,SOUTH WEST GULF,NORTHERN LAND COUNCIL,BARKLY,BIG RIVERS,29,Homelands Service Provider Report 2023,-16.15829,136.09751,https://bushtel.nt.gov.au/profile/723
596,GORPULYUL,"DALANGARR,GALPULYU,GALPYUL,GULPULIYUL,GULPULYAL",Family Outstation,ROPER GULF,NYIRRANGGULUNG,NORTHERN LAND COUNCIL,ARNHEM,BIG RIVERS,,Not recorded,-13.34621,134.14587,https://bushtel.nt.gov.au/profile/596
321,GORRONG-GORRONG,"GORONG GORONG,GORRON GORRONG",Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,6,Homelands Service Provider Report 2023,-12.12294,134.49532,https://bushtel.nt.gov.au/profile/321
44,GREEN VALLEY,"ILILLI,KUMANJAYE",Family Outstation,MACDONNELL,LURITJA PINTUBI,CENTRAL LAND COUNCIL,GWOJA,CENTRAL AUSTRALIA,2,Homelands Service Provider Report 2023,-23.15051,131.73817,https://bushtel.nt.gov.au/profile/44
740,GUDJEKBIN,"GUBJEKBINJ,GUDJERBINJ,KUJAKBI",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.25097,133.80109,https://bushtel.nt.gov.au/profile/740
741,GUL GUL,"DANGER POINT,GULGUL",Family Outstation,,Not recorded,Not recorded,ARAFURA,Not recorded,,Not recorded,-11.13042,132.33842,https://bushtel.nt.gov.au/profile/741
24905,GULARDI,No aliases recorded with NTG DIPL,Family Outstation,VICTORIA DALY,TIMBER CREEK,NORTHERN LAND COUNCIL,DALY,BIG RIVERS,14,Homelands Service Provider Report 2023,-15.71326,130.48399,https://bushtel.nt.gov.au/profile/24905
512,GULMARRI,"GALMARRI,GULAMARRI,GULMARI,GULUMARRI",Family Outstation,EAST ARNHEM,GUMURR MARTHAKAL,NORTHERN LAND COUNCIL,MULKA,EAST ARNHEM,5,Homelands Service Provider Report 2023,-11.91701,135.82229,https://bushtel.nt.gov.au/profile/512
867,GULNGARRING,No aliases recorded with NTG DIPL,Family Outstation,COOMALIE,COOMALIE RURAL WARD,NORTHERN LAND COUNCIL,DALY,TOP END,,Not recorded,-13.13876,131.09811,https://bushtel.nt.gov.au/profile/867
204,GULUNGURU,"ALROY DOWNS,GULUNURRU,GULUNURU",Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-19.35439,136.03855,https://bushtel.nt.gov.au/profile/204
328,GUMARRIRNBANG,"GUMARINBARN,GUMARRINBANG,KUMARRINBAN",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,31,Homelands Service Provider Report 2023,-12.32945,133.99695,https://bushtel.nt.gov.au/profile/328
308,GUMERAGI,"GAMURIGGI,GUMARAGI,REEF POINT",Family Outstation,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,TOP END,7,Homelands Service Provider Report 2023,-11.1688,132.1647,https://bushtel.nt.gov.au/profile/308
691,GUMULUJI,WALLIS CREEK,Family Outstation,BARKLY,KUWARRANGU,NORTHERN LAND COUNCIL,BARKLY,BARKLY,,Not recorded,-17.93534,137.48038,https://bushtel.nt.gov.au/profile/691
497,GUMURUGURU,"GAMARRAGURRA,GAMARRU GUYURRU,GAMURRU GUYURRA,GARMALATJIRRINA",Family Outstation,EAST ARNHEM,GUMURR GATTJIRRK,NORTHERN LAND COUNCIL,ARAFURA,EAST ARNHEM,,Not recorded,-12.06001,134.76306,https://bushtel.nt.gov.au/profile/497
330,GUPANGA,KOPUNGA,Family Outstation,WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.0752,134.5843,https://bushtel.nt.gov.au/profile/330
516,GURKAWUY,"GURKHAWUY,GURRKUWUY NO.2,TRIAL BAY",Family Outstation,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,ARNHEM,EAST ARNHEM,9,Homelands Service Provider Report 2023,-12.97616,136.50362,https://bushtel.nt.gov.au/profile/516
331,GURRGURR,"GURRHGURR,TABLE HILL",Family Outstation,WEST ARNHEM,GUNBALANYA,NORTHERN LAND COUNCIL,ARAFURA,TOP END,,Not recorded,-12.20644,134.00904,https://bushtel.nt.gov.au/profile/331
